t,NORMALIZED_EV,EXPECTED_GDP_INDEX,EXPECTED_UNEMPLOYMENT_INDEX,EXPECTED_INFLATION_INDEX,EXPECTED_MONTHLY_INF_INDEX,fed_market_start,fed_market_end,gdp_market_start,gdp_market_end,labor_market_start,labor_market_end,inf_yearly_market_start,inf_yearly_market_end,inf_monthly_market_start,inf_monthly_market_end
2025-01-02 07:00:00+00:00,-0.025553722736821882,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 08:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 09:00:00+00:00,0.025553722736821882,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 10:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 11:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 12:00:00+00:00,-0.11277139078560872,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 13:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 14:00:00+00:00,-0.11468823262009131,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 15:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 16:00:00+00:00,0.026444543094955364,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 17:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 18:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 19:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 20:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 21:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 22:00:00+00:00,-0.006787656412808651,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-02 23:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 00:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 01:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 02:00:00+00:00,-0.009833342864173922,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 03:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 04:00:00+00:00,0.009833342864173922,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 05:00:00+00:00,0.019696141573176895,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 06:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 07:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 08:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 09:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 10:00:00+00:00,-0.012240292520736773,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 11:00:00+00:00,-0.036208805232929464,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 12:00:00+00:00,-0.02366774028483487,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 13:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 14:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 15:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 16:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 17:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 18:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 19:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 20:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 21:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 22:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-03 23:00:00+00:00,0.21131700309952794,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 00:00:00+00:00,0.03818074209016231,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 01:00:00+00:00,-0.03818074209016231,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 02:00:00+00:00,0.025561586770353806,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 03:00:00+00:00,0.036149018367710006,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 04:00:00+00:00,-0.036149018367710006,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 05:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 06:00:00+00:00,-0.03773202479565807,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 07:00:00+00:00,0.008848523945473197,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 08:00:00+00:00,-0.008848523945473197,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 09:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 10:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 11:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 12:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 13:00:00+00:00,0.07584848183579851,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 14:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 15:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 16:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 17:00:00+00:00,-0.03811645704014044,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 18:00:00+00:00,0.03811645704014044,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 19:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 20:00:00+00:00,-0.029242222246308458,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 21:00:00+00:00,0.03814223397033256,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 22:00:00+00:00,-0.03814223397033256,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-04 23:00:00+00:00,0.03814223397033256,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 00:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 01:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 02:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 03:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 04:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 05:00:00+00:00,0.013748637872185832,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 06:00:00+00:00,-0.013748637872185832,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 07:00:00+00:00,-0.023620569900609567,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 08:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 09:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 10:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 11:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 12:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 13:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 14:00:00+00:00,-0.03601754238463073,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 15:00:00+00:00,0.00889095318791533,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 16:00:00+00:00,0.006893729461205922,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 17:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 18:00:00+00:00,0.006886873439861496,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 19:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 20:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 21:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 22:00:00+00:00,-0.006886873439861496,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-05 23:00:00+00:00,0.006886873439861496,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 00:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 01:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 02:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 03:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 04:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 05:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 06:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 07:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 08:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 09:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 10:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 11:00:00+00:00,0.008881908474602795,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 12:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 13:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 14:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 15:00:00+00:00,0.14179907345740972,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 16:00:00+00:00,-0.024850986979013,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 17:00:00+00:00,0.08908531380326679,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 18:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 19:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 20:00:00+00:00,-0.0177437415147228,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 21:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 22:00:00+00:00,0.08040893457559939,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-06 23:00:00+00:00,0.0888534206786531,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 00:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 01:00:00+00:00,-0.023884605709836748,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 02:00:00+00:00,0.023884605709836748,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 03:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 04:00:00+00:00,-0.023884605709836748,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 05:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 06:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 07:00:00+00:00,-0.0407482795021572,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 08:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 09:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 10:00:00+00:00,0.0407482795021572,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 11:00:00+00:00,-0.0407482795021572,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 12:00:00+00:00,0.05996675806610252,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 13:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 14:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 15:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 16:00:00+00:00,0.12860082304526532,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 17:00:00+00:00,0.17034082284051255,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 18:00:00+00:00,0.027110744035308443,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 19:00:00+00:00,0.06783223369174518,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 20:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 21:00:00+00:00,-0.04175248938870979,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 22:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-07 23:00:00+00:00,0.010576082405512999,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 00:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 01:00:00+00:00,0.09109998306464284,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 02:00:00+00:00,0.010635899137641402,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 03:00:00+00:00,0.02270413770811963,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 04:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 05:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 06:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 07:00:00+00:00,-0.041401167736011324,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 08:00:00+00:00,0.11505540302424855,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 09:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 10:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 11:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 12:00:00+00:00,0.041401167736011324,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 13:00:00+00:00,-0.041401167736011324,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 14:00:00+00:00,-0.06911041995535072,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 15:00:00+00:00,-0.09937174758933143,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 16:00:00+00:00,-0.08814139766338602,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 17:00:00+00:00,0.05670362572682208,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 18:00:00+00:00,-0.05670362572682208,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 19:00:00+00:00,0.028804884806599595,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 20:00:00+00:00,0.039916347249559614,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 21:00:00+00:00,0.016131492116843837,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 22:00:00+00:00,-0.004715781721932544,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-08 23:00:00+00:00,0.004715781721932544,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 00:00:00+00:00,0.004668835164221896,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 01:00:00+00:00,-0.004668835164221896,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 02:00:00+00:00,0.025511698901895308,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 03:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 04:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 05:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 06:00:00+00:00,0.020885530807760233,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 07:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 08:00:00+00:00,0.010458806518171215,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 09:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 10:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 11:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 12:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 13:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 14:00:00+00:00,-0.12859470283114316,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 15:00:00+00:00,0.004748992614242553,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 16:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 17:00:00+00:00,0.0174750286437666,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 18:00:00+00:00,-0.008733067749709278,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 19:00:00+00:00,-0.023883433227257278,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 20:00:00+00:00,0.023883433227257278,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 21:00:00+00:00,0.010351725460321148,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 22:00:00+00:00,0.00938461688615444,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-09 23:00:00+00:00,0.023601111805817254,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 00:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 01:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 02:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 03:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 04:00:00+00:00,0.07004096735826781,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 05:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 06:00:00+00:00,0.08201325693742234,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 07:00:00+00:00,0.04249983607588437,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 08:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 09:00:00+00:00,0.036439162780938616,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 10:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 11:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 12:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 13:00:00+00:00,0.010652484819538621,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 14:00:00+00:00,1.5948842811558905,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 15:00:00+00:00,0.012076633573397721,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 16:00:00+00:00,0.17703646737388068,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 17:00:00+00:00,0.021115383995180537,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 18:00:00+00:00,0.09441463893399993,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 19:00:00+00:00,0.08623151575288768,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 20:00:00+00:00,0.17577118579918372,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 21:00:00+00:00,0.005224323884932769,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 22:00:00+00:00,-0.128055511659126,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-10 23:00:00+00:00,-0.018703241895261957,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 00:00:00+00:00,-0.012468827930174342,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 01:00:00+00:00,0.03703920428584029,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 02:00:00+00:00,-0.0069435211885324755,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 03:00:00+00:00,0.011540815656257308,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 04:00:00+00:00,0.006053976834361041,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 05:00:00+00:00,0.00036069436401353627,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 06:00:00+00:00,-0.0064146711983745774,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 07:00:00+00:00,0.011184851124890205,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 08:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 09:00:00+00:00,0.012291501784460923,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 10:00:00+00:00,0.024950099800399528,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 11:00:00+00:00,0.017433708244317447,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 12:00:00+00:00,0.0020790730530309,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 13:00:00+00:00,0.011158354074146448,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 14:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 15:00:00+00:00,-0.03304019303754879,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 16:00:00+00:00,0.014327618187249147,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 17:00:00+00:00,-0.018733415155345323,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 18:00:00+00:00,-0.00035482935198238863,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 19:00:00+00:00,-0.014600791982740446,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 20:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 21:00:00+00:00,0.005329676517636717,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 22:00:00+00:00,-0.011209261130741943,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-11 23:00:00+00:00,0.04235122021788129,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 00:00:00+00:00,-0.00018043713072612988,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 01:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 02:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 03:00:00+00:00,-0.00036141503207343106,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 04:00:00+00:00,-0.011021536190692682,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 05:00:00+00:00,0.015346426281586112,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 06:00:00+00:00,0.10667541612518372,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 07:00:00+00:00,0.020261793044053622,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 08:00:00+00:00,-0.007741121354871261,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 09:00:00+00:00,-0.09867637638788507,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 10:00:00+00:00,0.0,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 11:00:00+00:00,-0.03158292486457359,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 12:00:00+00:00,-0.02148101594975005,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 13:00:00+00:00,-0.0002086441196484934,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 14:00:00+00:00,0.006446169069748375,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 15:00:00+00:00,0.015449021027960974,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 16:00:00+00:00,0.10471148540101227,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 17:00:00+00:00,-0.02415162492455769,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 18:00:00+00:00,-0.012982318035871021,,,,,0,0,0,0,0,0,0,0,0,0
2025-01-12 19:00:00+00:00,0.013779791711129086,,,,,0,0,0,0,0,0,0,0,0,0
